来源,时间,公司规模,英文名字,中文名字,公司简称,法人,成立日期,注册资本(万元）,联系人,联系人职位,职位名称,最低工资,最高工资,工资范围,招人数,工作经验 （年数）,学历要求,行业,公司经营地址,经营范围
58Job,2021-08-09,1-49人,,深圳市金国威电子通讯有限公司,金国威,曾林燕,2011-11-16,10万人民币,,,外贸跟单,4500,6000,4500-6000元/月,招1人,经验不限,学历不限,其他行业,深圳福田车公庙天安数码城创新科技一期a座701,一般经营项目是：电子产品、手机的技术开发与销售及其它国内贸易（法律、行政法规、国务院决定规定在登记前须批准的项目除外）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：
,2021-08-09,100-499人,,深圳市诺方舟电子有限公司,诺方舟,吴海燕,2009-12-25,100万人民币,吴女士,人事,诚聘外贸独立站助理,6000,8000,6-8K,-,经验不限,大专,电子/半导体/集成电路,深圳宝安区湾景商务中心2栋D座3081～3084,一般经营项目是：电子产品和塑胶制品的技术开发、销售；国内贸易；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：
58Job,2021-08-09,100-499人,,孚瑞肯电气（深圳）有限公司,盟浩电机,王姜华,2003-07-11,100万人民币,,,外贸业务员,6000,12000,6000-12000元/月,招2人,1-2年,大专,仪器仪表/工业自动化,山城工业区15栋,一般经营项目是：生产经营微型类电机，货物及技术进出口（不含分销、国家专营专控商品）。，许可经营项目是：
58Job,2021-08-09,100-499人,,深圳鸿硕达科技有限公司,,成庆,2010-12-16,1000万人民币,,,外贸业务员,5000,8000,5000-8000元/月,招5人,"经验不限,可接收应届生",本科,电子技术/半导体/集成电路,深圳宝安石岩街道应人石湘江工业园9A栋6楼,一般经营项目是：MP3、MP4、蓝牙音箱及智能穿戴等数码产品的研发与销售；电子书、平板电脑、电脑周边设备、计算机周边产品的研发与销售；国内贸易，货物及技术进出口;玩具产品的研发与销售。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：MP3、MP4、蓝牙音箱及智能穿戴等数码产品的生产;电子书、平板电脑、电脑周边设备、计算机周边产品的生产.玩具产品的生产.
,2021-08-09,100-499人,,深圳市鼎之丰有机玻璃制品有限公司,鼎之丰展示,蒋雯,2005-03-17,100万人民币,袁女士,招聘者,外贸运营（阿里巴巴国际站运营）,5000,10000,5-10K,-,1-3年,大专,贸易/进出口,深圳市 龙华区 卡尔丹顿时尚创意产业园 10楼,一般经营项目是：展示制品、有机玻璃制品、压（亚）克力制品、木制品、五金制品、纸制品、皮革制品、玻璃制品、包装材料、日用百货、橡塑制品、工艺品（不含象牙及其制品）、文化办公用品、家具家居制品、机械配件的设计与销售；商务信息咨询；货物及技术进出口（法律、行政法规、国务院决定禁止的项目除外，限制项目湏取得许可后方可经营）。，许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市菲德越科技有限公司,,许小莉,2020-03-19,50万人民币,,,外贸跟单,4000,8000,4000-8000元/月,招3人,"经验不限,可接收应届生",大专,贸易/进出口+互联网/电子商务,源路名优采购中心B座B439,一般经营项目是：电子产品、电子配件、电子元器件、通信设备、五金产品、塑胶产品、包装材料的研发与销售；国内外贸易，货物及技术进出口业务。，许可经营项目是：二类医疗器械的销售。
,2021-08-06,20-99人,,深圳市金丰化妆用具有限公司,金丰化妆,高志红,2009-03-04,200万人民币,高先生,总经理,外贸美工,8000,9000,8-9K,-,1-3年,大专,贸易/进出口,深圳龙华区深圳市金丰化妆用具有限公司F栋7楼,一般经营项目是：化妆用具、美容用品及原辅材料的研发与销售；国内贸易，货物及技术进出口。，许可经营项目是：化妆用具、美容用品及原辅材料的生产。
58Job,2021-08-09,1-49人,,深圳市雅士威光学科技有限公司,扬城工贸,杨瑾,2007-05-17,300万人民币,,,日语外贸业务员,7000,10000,7000-10000元/月,招2人,"经验不限,可接收应届生",大专,服装/纺织/皮革,深圳宝安区航城街道鹤洲社区洲石路739号恒丰工业城B8栋5楼,"一般经营项目是：智能手袋、智能箱包、手袋、箱包的策划、设计、研发；智能手袋、智能箱包、手袋、箱包的销售；货物及技术进出口；经营电子商务。（法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外,限制的项目须取得许可后方可经营），许可经营项目是：智能手袋、智能箱包、手袋、箱包的生产。"
58Job,2021-08-09,50-99人,,深圳艾迪森光电有限公司,艾迪森,胡长春,2009-07-30,50万人民币,,,诚聘外贸专员,8000,15000,8000-15000元/月,招5人,"经验不限,可接收应届生",大专,电子技术/半导体/集成电路,深圳宝安石岩街道横坑工业大道华丰科技园A5栋3楼,一般经营项目是：LED灯、模组的技术开发及销售，发光二极管、半导体照明及电子产品的技术开发、销售，国内贸易，货物及技术进出口。（以上均不含法律、行政法规、国务院决定禁止及规定需前置审批项目），许可经营项目是：LED灯、模组的生产。
,2021-08-09,20-99人,,深圳欧鑫莱科技有限公司,欧鑫莱,邹波,2013-07-08,10万人民币,邹先生,CEO,外贸专员,4000,7000,4-7K,-,经验不限,大专,电子商务,深圳市 龙华区 尚美中心大厦 2505室-2508室,一般经营项目是：电子产品、数码产品、通讯产品、通信产品的销售及技术开发；国内贸易；经营进出口业务，许可经营项目是：
58Job,2021-08-09,100-499人,,深圳市乐翔电气有限公司,乐翔电气,陆志春,2009-08-19,1300万人民币,,,外贸业务员,7000,12000,7000-12000元/月,招2人,1-2年,大专,互联网/电子商务+贸易/进出口+批发/零售,山门工业区5号乐翔电气,一般经营项目是：电气产品、电子产品、电脑配件、电脑周边产品、塑胶制品、音响器材及零配件的生产与销售；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：
,2021-08-08,0-20人,,深圳市弘宽贸易有限公司,深圳弘宽,于淼,2016-11-07,30万人民币,陈女士,HR,韩语朝鲜语外贸业务员,6000,11000,6-11K,-,经验不限,大专,贸易/进出口,深圳龙岗区金民安写字楼1108,一般经营项目是：机械设备及配件，汽摩配件，电子数码产品，文具，汽车用品，服装面料，毛纺织品，家具，计算机硬件的技术开发与销售；国内贸易；货物及技术进出口业务。，许可经营项目是：
58Job,2021-08-09,50-99人,,深圳市顺源人力资源有限公司,华威仕,黄进锋,2012-03-16,623万人民币,,,外贸业务员,,,薪资面议,招4人,1-2年,大专,电子技术/半导体/集成电路,园山街道大康社区龙兴村龙兴路24-1号,一般经营项目是：智能产品软硬件的研发、销售；国内贸易，货物及技术进出口。，许可经营项目是：开关电源、电源适配器、线性电源变压器、3C数码产品、安防设备、新能源产品、动力储能、后备电源、充电器的研发及生产加工及购销；电子产品、五金制品、模具、塑胶制品、空气净化器、仪器仪表、医疗器械、电器、通讯产品、LED照明、消毒器械、杀菌消毒产品、控制驱动、UV紫外线杀菌灯、助眠器、灭蚊灯、小风扇产品的产销
,2021-08-09,0-20人,,深圳市宇壹通科技有限公司,宇壹通,朱展宇,2017-01-22,50万人民币,朱先生,招聘者,亚马逊高提成外贸运营非铺货,7000,12000,7-12K,-,经验不限,本科,电子商务,深圳市 龙华区 U创谷 A803,一般经营项目是：精密连接器、接插件、通讯电线电缆及组件、影视器材、测绘仪器配件、电气设备产品、电子产品的研发及销售；精密微型马达、马达零部件、马达技术的研发、设计和技术咨询；经营电子商务；国内贸易；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须批准的项目除外），许可经营项目是：
58Job,2021-08-09,100-499人,,元茂橡胶制品（深圳）有限公司,元茂,许裴夫,2012-05-18,500万港元,,,外贸业务员,,,薪资面议,招6人,"经验不限,可接收应届生",大专,原材料和加工,深圳坪山区龙田街道龙田社区龙兴北路62号,一般经营项目是：生产经营五金配件、合成橡胶制品、电子零件；从事货物及技术进出口业务（不含分销）；国内贸易。，许可经营项目是：
,2021-08-09,20-99人,,深圳市不明觉厉电子商务有限公司,不明觉厉,谢志锷,2014-04-23,100万人民币,徐女士,人力资源主管,服装设计师（外贸服装开发）,8000,12000,8-12K,-,1-3年,大专,贸易/进出口,深圳市 宝安区 七星创意工场 创新楼211,一般经营项目是：经营电子商务（涉及前置性行政许可的，须取得前置性行政许可文件后方可经营）；日用品、服装服饰、电子产品的销售；专业技术服务；国内贸易，货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市礼遇佳尚贸易有限公司,麦士福科,朱国建,2013-04-11,50万人民币,,,外贸助理,,,薪资面议,招若干人,经验不限,学历不限,贸易/进出口,广东省深圳市龙岗区乐园路88号A栋4楼,一般经营项目是：礼品的技术开发与设计；信息咨询；工艺礼品的销售，国内贸易（不含专营、专控、专卖商品）。，许可经营项目是：
,2021-08-09,100-499人,,远牧（深圳）控股集团有限公司,远牧(深圳)控股集团,容国强,2019-03-13,5000万人民币,李女士,人事主管,外贸运营,8000,10000,8-10K,-,1-3年,大专,船舶/航空/航天,深圳龙华区博龙大厦4楼整层,一般经营项目是：创业投资业务（具体项目另行申报）;文化项目投资（具体项目另行申报）;新能源项目投资、健康产业项目投资（具体项目另行申报）;林业项目投资（具体项目另行申报）;医疗养老项目投资（具体项目另行申报）;农业技术开发项目投资（具体项目另行申报）;影视项目投资（具体项目另行申报）;教育项目投资（具体项目另行申报）;投资顾问（不含限制项目）;企业管理咨询、财税咨询、商务信息咨询，智能设备的技术开发；机器人系统集成工程；机器人系统及其相关自动化设备、配件的技术开发及相关产品销售；人工智能技术开发、应用及相关产品销售；计算机软件设计、开发；智能家居的研发、销售；建筑智能化系统整体解决方案技术、计算机网络软硬件的研发、销售、上门安装、技术转让；视听产品、手机与计算机及周边产品、电子产品及材料的技术开发与销售；互联网应用软件开发；通讯设备的技术开发与销售；提供智能装备方案设计；机器人技术应用；无人机研发、销售、服务；航空的技术咨询、技术服务、技术训练指导;无人机反制设备的研发，销售，服务;在网上从事商贸活动；经营进出口业务；国内贸易。无人机的设计、技术开发、技术咨询与销售；无人机系统及配件的销售；无人机的租赁；货物及技术进出口；智慧农业；农业技术推广服务；农业技术开发服务；农业技术咨询、交流服务；农业技术转让服务；农业病虫害防治服务；农业园艺服务；农业服务；学生社会实践活动策划；（依法须经批准的项目，经相关部门批准后方可开展经营活动），许可经营项目是：无人机生产;航空技术的培训；无人机驾驶员培训（不含学历教育、学科类培训及职业技能培训，法律、行政法规及国务院规定需办理审批的，审批后方可经营）。
